Unique ID,Country,Age,Annual Family Income ($),Gender,Time spent watching videos/TV,Time spent playing indoor sports,Time spent playing outdoor sports,Total Time spent working in front of screen,Sleeping hours,IQ,Whether parents have specs,English speaker,Migrated within country,Migrated overseas,"Maritial Status (0 - Single, 1 - Married, 2 - Divorced)",Has Diabetes,Education Status,Has Gym Subscription,Has OTT subscription,Number of friends,Likes spicy food,Likes desserts,Wants to change career,Has debt,Has kids,Drinks alcohol,Smoker,Wear Specs
9042985,CAN,69,14384,Female,2,3,3,17,9,85,0,1,0,1,1,1,Dropout,0,1,3,0,1,0,1,1,1,1,1
1622443,CAN,69,15989,Female,9,1,2,5,13,122,0,1,0,0,1,0,Graduate,0,0,4,0,0,0,0,1,1,0,0
5190507,CAN,69,50632,Female,9,2,1,6,8,116,0,1,1,0,0,1,Graduate,0,1,1,1,1,0,0,1,1,0,1
846479,CAN,69,48022,Female,1,3,0,14,9,89,0,1,0,0,0,1,Graduate,0,0,3,0,1,0,0,1,1,0,0
6746508,CAN,69,18956,Female,5,2,2,11,11,117,0,0,0,1,2,0,Graduate,0,0,2,0,1,0,1,0,1,1,1
6783080,CAN,69,4825,Female,5,3,3,8,12,118,1,1,0,0,0,1,Dropout,0,0,3,0,1,0,0,1,1,0,1
469978,CAN,69,57278,Female,7,2,3,6,5,124,0,1,0,0,1,1,Graduate,0,0,2,1,1,0,0,1,1,0,1
5188005,CAN,69,14290,Male,4,1,3,7,13,115,0,1,1,0,1,0,Dropout,0,1,1,1,0,0,1,1,1,1,0
1336118,CAN,69,41106,Male,6,3,3,8,11,84,0,0,1,0,1,1,Graduate,0,1,2,0,1,0,0,1,0,0,1
5301459,CAN,69,46272,Female,6,2,3,14,10,111,0,1,0,1,0,0,Graduate,0,0,3,0,1,0,0,0,1,0,1
8554444,CAN,69,30277,Male,3,0,2,5,12,104,0,1,0,1,1,0,Dropout,0,1,2,0,1,0,0,1,0,0,0
9774324,CAN,70,12836,Female,0,4,4,4,15,112,1,1,1,0,1,1,Graduate,0,0,1,0,1,0,1,1,1,1,1
2846263,CAN,70,44723,Female,4,4,3,5,12,103,1,1,0,0,2,0,Graduate,0,1,4,1,1,0,1,1,1,1,1
4046663,CAN,70,52770,Female,7,4,2,7,10,101,0,1,1,1,0,0,Graduate,0,0,3,0,1,0,1,1,1,1,1
3569120,CAN,70,43406,Male,8,2,1,5,7,85,0,1,0,0,1,1,Graduate,0,0,5,0,1,0,1,1,0,1,1
8469329,CAN,70,49854,Male,2,2,1,9,11,119,0,1,0,0,0,0,Dropout,0,1,3,1,1,0,0,1,1,0,0
8183252,CAN,70,10688,Female,1,1,2,9,11,96,1,1,0,1,0,1,Graduate,0,0,3,0,1,0,0,0,1,0,1
8194299,CAN,70,18741,Female,6,0,3,10,5,80,0,1,0,0,2,1,Dropout,0,1,3,0,1,0,1,1,0,1,1
8753104,CAN,70,13866,Female,9,1,1,14,13,128,0,1,0,0,0,1,Graduate,0,1,3,0,1,0,1,1,0,1,1
5987723,CAN,70,16636,Female,8,2,1,7,9,97,1,1,0,1,2,1,Dropout,0,1,3,0,1,0,0,1,1,0,1
9307107,CAN,70,58600,Male,9,0,4,9,8,81,0,1,0,1,1,0,Dropout,0,1,4,0,1,0,0,1,1,0,0
2238664,CAN,70,739,Male,3,3,4,8,8,70,0,0,0,1,1,1,Dropout,0,1,3,0,1,0,1,0,0,1,1
1120650,CAN,71,8230,Female,4,0,3,12,7,93,0,1,0,1,2,1,Dropout,1,0,3,0,1,0,1,0,0,1,1
2697363,CAN,71,25087,Male,6,3,3,7,13,98,0,1,0,1,1,1,Graduate,0,1,1,0,0,0,0,0,1,0,0
7465435,CAN,71,16440,Male,9,1,1,10,8,95,0,1,0,1,1,1,Dropout,0,0,3,0,1,0,0,0,1,0,1
7217131,CAN,71,16533,Female,2,4,3,9,7,107,0,1,1,0,2,1,Dropout,0,0,5,0,0,0,1,0,1,1,0
8790087,CAN,71,45265,Female,9,2,3,9,11,103,0,1,0,0,1,1,Dropout,0,0,4,1,0,0,0,1,1,0,1
9112609,CAN,71,30964,Female,3,4,0,12,9,95,0,1,1,1,1,0,Graduate,0,1,3,1,1,0,0,1,1,0,1
2164717,CAN,71,54578,Male,6,2,2,9,9,88,0,1,0,0,1,0,Graduate,0,0,4,0,0,0,1,1,1,1,1
7114246,CAN,71,34073,Female,2,1,1,5,10,103,0,1,0,1,0,1,Graduate,0,0,3,0,0,0,0,1,0,0,0
3562743,CAN,71,25150,Female,1,2,0,4,11,106,0,1,1,1,2,0,Graduate,0,1,3,1,1,0,1,1,1,1,1
3392766,CAN,71,25783,Female,6,1,1,14,8,120,0,1,0,0,2,0,Dropout,0,0,4,0,1,0,0,1,1,0,1
6384673,CAN,71,23063,Female,2,1,4,9,10,116,0,1,0,1,1,1,Graduate,0,0,2,0,1,0,1,1,0,1,0
4443605,CAN,71,18275,Male,0,2,1,5,12,97,0,1,0,0,0,0,Dropout,0,1,3,0,1,0,0,1,0,0,0
9733801,CAN,71,49912,Male,1,4,2,5,12,89,0,1,0,1,2,0,Graduate,1,0,5,0,1,0,1,1,0,1,1
3924219,CAN,71,31867,Female,8,4,1,8,11,77,0,1,0,0,2,1,Graduate,0,0,1,0,1,0,1,1,1,1,1
9083133,CAN,71,40751,Male,3,1,1,7,9,113,0,1,0,0,2,0,Graduate,0,0,3,1,0,0,1,1,0,1,0
2870934,CAN,72,13518,Female,5,1,2,6,15,112,0,1,0,1,1,1,Dropout,1,1,3,0,1,0,0,1,1,0,1
147684,CAN,72,59021,Female,3,0,2,9,14,97,0,1,0,0,0,0,Dropout,0,0,2,0,1,0,1,0,1,1,1
107988,CAN,72,8584,Male,4,1,2,10,10,95,1,1,0,1,0,0,Dropout,0,0,4,0,1,0,0,1,1,0,1
6005206,CAN,72,12063,Female,9,2,3,8,6,70,0,1,0,0,0,0,Graduate,0,0,4,1,1,0,1,1,1,1,1
8135844,CAN,72,46774,Male,8,2,0,8,12,109,0,0,0,1,1,1,Dropout,0,0,3,1,1,0,1,1,1,1,1
1756909,CAN,72,23152,Female,9,3,1,8,11,103,1,1,0,1,1,0,Dropout,0,0,1,0,1,0,1,1,1,1,1
8762027,CAN,72,35412,Male,5,2,1,10,13,94,0,1,0,0,0,1,Graduate,0,1,1,1,1,0,0,1,1,0,0
4774432,CAN,72,20112,Male,9,1,1,4,8,104,0,1,0,0,0,0,Dropout,0,0,2,0,0,0,0,1,1,0,1
345594,CAN,72,49955,Female,3,0,3,4,6,102,1,0,0,1,1,1,Dropout,0,1,3,1,0,0,1,1,0,1,1
7345916,CAN,72,53309,Female,2,2,2,11,6,125,0,1,0,0,0,1,Graduate,0,1,2,0,1,0,1,1,1,1,1
3997655,CAN,72,19709,Male,8,2,3,11,11,97,0,0,0,1,0,1,Dropout,0,0,4,0,1,0,1,1,1,1,1
1877869,CAN,72,52864,Female,8,3,3,15,9,96,0,0,0,1,0,0,Graduate,0,0,2,0,1,0,0,0,0,0,1
3878162,CAN,72,42493,Male,2,3,1,6,9,132,0,0,1,0,0,1,Graduate,0,0,3,0,1,0,1,0,1,1,1
496886,CAN,72,30683,Female,4,2,3,7,7,111,0,1,0,0,1,1,Dropout,0,0,4,0,1,0,0,1,1,0,1
8945514,CAN,73,11938,Female,3,1,4,6,15,101,0,1,0,0,2,0,Graduate,0,1,4,1,0,0,0,1,1,0,0
1390791,CAN,73,8976,Male,6,1,1,6,9,112,0,1,0,1,2,0,Graduate,0,0,3,1,1,0,0,0,1,0,1
8887506,CAN,73,53287,Female,10,1,1,8,16,90,0,1,1,0,1,0,Dropout,0,0,4,0,1,0,1,1,0,1,1
2659981,CAN,73,54960,Female,1,2,1,10,8,93,0,1,1,0,2,0,Graduate,0,0,3,0,0,0,0,1,0,0,0
4142778,CAN,73,24505,Male,7,2,4,7,10,92,0,1,0,1,0,1,Graduate,0,0,3,0,1,1,1,1,1,1,1
7203029,CAN,73,59496,Female,3,0,2,6,7,101,0,1,1,0,0,1,Dropout,0,1,4,0,0,0,1,1,1,1,1
7771429,CAN,73,2952,Female,10,1,0,8,10,95,0,1,0,0,0,0,Dropout,0,0,3,0,1,0,1,1,1,1,1
5707419,CAN,73,7693,Female,4,2,1,3,9,86,0,1,1,1,2,1,Graduate,0,1,3,0,1,0,1,1,1,1,0
2739564,CAN,73,42949,Male,2,1,0,11,9,104,0,1,1,1,2,0,Graduate,0,0,3,0,0,0,1,0,1,1,1
1490533,CAN,73,14753,Female,10,1,2,5,9,90,0,1,0,0,2,0,Dropout,0,1,5,0,1,0,0,1,1,0,1
3049934,CAN,73,59625,Female,10,1,1,2,12,90,0,1,0,1,0,0,Dropout,0,0,4,0,1,0,0,1,0,0,0
2083478,CAN,73,27134,Male,10,2,3,6,10,99,0,1,1,0,1,0,Graduate,0,0,4,1,1,0,1,1,1,1,1
5782462,CAN,73,22478,Female,7,0,3,13,11,87,0,1,1,1,0,0,Graduate,0,1,3,0,1,0,1,1,1,1,1
3808194,CAN,73,11869,Female,4,1,4,3,9,98,0,1,0,0,2,0,Graduate,0,0,3,0,1,0,1,0,1,1,0
8815468,CAN,73,10845,Female,1,3,1,9,10,99,0,1,0,0,0,1,Graduate,0,1,4,0,1,0,1,1,1,1,1
8826256,CAN,73,33846,Male,2,4,2,4,13,81,0,1,0,0,1,0,Graduate,0,0,4,1,1,0,0,1,1,0,0
4213224,CAN,74,76,Female,1,1,2,5,8,129,0,0,0,0,2,0,Graduate,0,1,6,1,1,0,0,1,1,0,1
6954559,CAN,74,38727,Female,2,2,2,2,9,98,0,1,0,1,2,0,Graduate,0,0,1,0,0,0,0,1,1,0,1
9031723,CAN,74,36915,Female,8,2,3,5,9,92,0,1,0,0,1,1,Graduate,1,0,3,0,1,0,1,0,1,1,1
8719373,CAN,74,32084,Female,3,3,0,8,12,97,0,1,0,0,0,1,Dropout,0,1,3,0,1,0,1,1,0,1,1
2448442,CAN,74,48922,Female,0,1,1,3,5,107,0,0,1,0,1,0,Dropout,0,0,4,0,1,0,0,0,1,0,0
7138589,CAN,74,43420,Female,5,2,3,11,9,112,1,1,1,0,2,1,Dropout,0,0,2,0,1,0,0,1,1,0,1
9631593,CAN,74,27101,Male,1,1,2,13,9,79,0,0,0,0,2,1,Dropout,0,0,3,0,1,0,0,1,0,0,0
1855196,CAN,74,37787,Female,4,1,1,9,11,115,0,1,0,0,2,0,Graduate,0,0,3,0,1,0,1,1,1,1,1
1770161,CAN,74,12119,Male,6,0,0,5,10,114,0,1,0,0,0,0,Dropout,0,1,3,1,1,0,0,1,1,0,1
8823618,CAN,74,45886,Female,0,4,1,12,14,90,0,1,0,0,0,1,Graduate,0,1,2,0,0,0,0,1,1,0,0
8435299,CAN,74,47856,Male,10,0,3,9,17,109,0,1,0,1,1,1,Graduate,0,1,5,0,1,0,0,1,1,0,1
7733384,CAN,74,56905,Female,4,3,1,1,10,109,0,0,0,0,2,0,Dropout,0,1,4,0,0,0,1,1,1,1,1
8391280,CAN,74,53346,Female,4,3,3,12,10,107,0,1,1,0,0,0,Graduate,0,1,3,0,1,0,1,1,1,1,1
5205278,CAN,74,56675,Female,8,1,3,12,11,113,0,1,1,0,2,0,Graduate,0,0,4,0,1,0,1,0,1,1,1
982591,CAN,74,45280,Female,3,2,4,3,11,115,0,1,1,0,0,1,Dropout,0,1,4,0,1,0,0,1,1,0,0
9960742,CAN,74,59275,Male,3,1,0,8,11,102,1,1,1,1,0,1,Dropout,0,1,1,0,1,0,1,1,1,1,1
8859664,CAN,74,40241,Female,4,0,4,10,12,116,0,1,1,0,1,1,Graduate,1,0,6,0,1,0,0,0,1,0,0
9109312,CAN,74,13273,Female,3,2,1,10,11,113,0,1,1,0,2,1,Graduate,0,1,3,0,1,0,0,1,1,0,1
4463954,CAN,75,23888,Female,2,3,0,4,11,115,0,1,0,0,0,1,Dropout,0,1,3,0,1,0,1,1,1,1,1
2044957,CAN,75,34570,Female,2,1,2,11,3,119,1,1,1,1,0,1,Graduate,0,0,2,1,1,0,0,1,1,0,1
7202604,CAN,75,23135,Male,7,3,1,10,12,93,0,1,1,0,0,1,Dropout,0,0,5,0,1,0,1,1,1,1,1
2699562,CAN,75,45100,Female,4,3,3,10,12,78,1,1,1,1,2,0,Dropout,0,1,3,1,1,0,1,0,1,1,1
6300500,CAN,75,27924,Female,7,2,1,9,10,85,0,1,0,1,1,1,Dropout,0,1,4,1,1,0,0,1,1,0,1
8444786,CAN,75,4225,Male,3,1,2,10,11,91,0,1,0,0,0,0,Dropout,0,0,3,0,0,0,1,0,0,1,0
8626710,CAN,75,37168,Female,5,3,2,7,12,107,0,1,0,0,2,1,Graduate,0,1,5,0,1,0,0,0,1,0,1
7642247,CAN,75,25859,Female,5,3,2,6,8,121,0,1,0,1,1,1,Graduate,1,1,3,0,1,0,1,1,1,1,1
4535566,CAN,75,31118,Female,10,3,2,9,10,79,0,1,0,1,0,1,Dropout,0,0,4,0,1,0,0,0,1,0,1
6704132,CAN,75,18390,Female,8,0,3,9,13,111,0,1,0,0,1,1,Graduate,0,1,5,0,0,0,1,1,1,1,1
6773851,CAN,75,13064,Female,5,1,2,5,10,109,1,1,1,0,2,0,Graduate,0,1,3,0,1,0,0,1,1,0,1
9908338,CAN,75,36220,Female,5,2,2,10,9,128,0,1,0,0,2,0,Graduate,0,0,3,0,1,0,0,1,1,0,1
1149430,CAN,76,52877,Female,5,4,4,7,11,112,0,1,0,1,1,0,Dropout,0,0,3,0,1,0,1,1,1,1,1
9771819,CAN,76,12204,Female,8,1,3,9,12,107,0,1,0,1,1,0,Graduate,0,1,1,0,1,0,0,1,0,0,1
7382242,CAN,76,41606,Male,6,3,3,10,10,123,0,1,0,0,0,1,Graduate,0,1,3,0,0,0,0,1,1,0,1
4643747,CAN,76,17430,Male,8,2,1,10,13,91,0,1,0,1,0,0,Graduate,1,0,4,1,0,0,1,1,1,1,1
1648831,CAN,76,28125,Female,0,1,0,6,7,86,0,1,0,1,0,1,Graduate,1,0,3,0,1,0,0,0,1,0,1
9270724,CAN,76,55834,Female,4,2,2,8,10,80,0,1,0,1,1,1,Graduate,0,1,2,0,1,1,1,1,0,1,1
9309135,CAN,76,16569,Female,10,2,3,5,9,92,0,0,0,0,0,1,Dropout,0,0,4,0,1,0,0,0,0,0,1
8810259,CAN,76,42384,Female,3,2,1,6,9,84,0,1,0,0,1,1,Graduate,0,0,1,0,1,0,0,0,1,0,1
5475965,CAN,76,28417,Female,4,3,3,7,10,104,0,1,1,0,0,0,Dropout,0,0,4,1,0,0,0,0,1,0,1
9098636,CAN,76,50970,Male,5,3,4,8,9,103,0,1,1,0,2,1,Dropout,1,1,2,0,1,0,0,1,1,0,1
3855510,CAN,76,27442,Female,0,1,3,6,7,104,1,1,0,1,1,1,Graduate,0,0,4,0,0,0,0,1,1,0,1
1110195,CAN,76,11396,Female,6,3,1,10,10,82,1,1,0,0,0,1,Dropout,0,1,3,1,1,0,0,1,0,0,1
5389318,CAN,76,21430,Female,3,3,3,8,12,84,0,0,1,0,0,0,Graduate,0,1,4,1,1,0,1,1,0,1,0
6390218,CAN,76,4118,Female,7,4,1,4,13,107,0,1,0,0,0,1,Dropout,0,1,5,0,1,0,0,1,1,0,1
8332597,CAN,77,2986,Female,5,4,0,6,14,125,0,1,0,0,0,1,Graduate,0,1,4,0,0,0,0,1,0,0,1
6800311,CAN,77,11692,Female,1,1,3,6,12,120,0,1,0,0,0,1,Graduate,0,1,2,0,1,0,1,0,1,1,1
911675,CAN,77,14278,Male,3,3,3,13,9,103,0,1,0,0,0,1,Graduate,0,1,4,1,0,0,0,1,1,0,1
6951618,CAN,77,7679,Female,10,1,1,4,13,73,0,1,0,0,0,1,Graduate,0,0,3,1,1,0,1,0,1,1,1
538342,CAN,77,59050,Female,3,3,2,10,10,113,0,1,0,1,2,0,Graduate,0,0,3,1,1,0,1,0,1,1,1
528587,CAN,77,8270,Female,9,0,4,8,11,114,1,1,1,1,1,0,Dropout,0,0,2,1,1,0,0,1,1,0,1
6864459,CAN,77,10112,Female,5,3,2,9,11,105,0,1,0,0,2,0,Dropout,0,1,3,1,1,0,1,1,0,1,1
4755951,CAN,77,24640,Male,1,3,3,3,9,97,0,1,1,0,1,1,Dropout,0,1,4,1,1,0,0,1,1,0,0
9716084,CAN,77,32498,Female,3,3,2,11,9,84,0,1,0,0,1,0,Dropout,0,1,2,0,1,0,0,0,1,0,1
542222,CAN,77,40608,Female,5,2,2,8,11,91,0,1,0,0,0,0,Dropout,0,0,4,1,1,0,0,1,1,0,1
1482906,CAN,77,35959,Female,7,1,4,9,10,99,0,1,1,0,1,1,Graduate,0,1,4,0,0,0,1,1,1,1,1
1937403,CAN,77,53430,Female,7,1,4,7,9,99,1,1,0,0,2,1,Graduate,0,0,3,0,1,0,0,1,0,0,1
6836280,CAN,77,14523,Female,7,3,4,6,12,89,0,1,0,0,0,1,Graduate,0,1,3,1,1,0,0,0,0,0,0
344191,CAN,78,19247,Female,3,2,1,3,10,75,0,1,0,0,2,0,Graduate,0,0,5,0,1,0,0,1,1,0,1
9493754,CAN,78,16738,Female,0,2,1,3,9,137,0,1,0,1,0,1,Graduate,0,1,3,1,0,0,0,1,1,0,1
9660679,CAN,78,16393,Male,2,1,2,6,10,77,1,1,0,0,0,0,Dropout,0,0,5,0,1,0,1,1,1,1,1
3030838,CAN,78,44777,Male,3,4,3,15,12,112,0,0,0,1,0,1,Graduate,0,1,2,1,1,0,1,1,1,1,1
7547321,CAN,78,5525,Female,9,1,1,6,11,107,0,1,0,0,0,0,Graduate,0,1,2,0,1,0,0,1,1,0,1
3932673,CAN,78,2529,Female,3,4,0,8,9,102,0,1,0,1,2,1,Dropout,0,0,3,0,0,0,0,1,1,0,1
3806885,CAN,78,16254,Female,10,2,1,4,8,108,0,1,1,0,1,0,Dropout,0,0,4,0,1,0,0,1,1,0,1
7061374,CAN,78,32973,Female,5,0,4,6,8,101,0,0,0,0,0,1,Dropout,0,0,4,0,1,0,1,1,1,1,1
7640213,CAN,78,3134,Female,3,3,1,6,12,83,0,1,0,0,1,0,Graduate,0,0,1,0,1,0,0,1,1,0,0
6195756,CAN,78,20356,Female,1,1,2,7,12,123,0,1,0,0,2,1,Graduate,0,1,3,0,1,0,1,1,0,1,1
9721551,CAN,78,39310,Female,5,3,4,8,11,60,0,1,0,0,1,0,Graduate,0,1,3,1,1,0,0,1,1,0,1
5196671,CAN,78,35395,Female,9,0,3,10,10,121,0,0,0,0,1,1,Graduate,0,1,2,0,1,0,0,1,0,0,1
2101838,CAN,78,10187,Female,10,3,1,10,11,82,0,1,0,1,1,0,Graduate,0,1,4,0,1,0,1,1,1,1,1
1904945,CAN,78,13938,Female,4,4,4,11,13,94,0,0,0,0,0,0,Graduate,0,0,4,0,0,0,1,1,1,1,0
2440634,CAN,78,31950,Male,10,2,1,7,14,89,0,1,0,0,1,0,Graduate,0,1,3,1,1,0,1,1,1,1,1
9115211,CAN,79,41784,Female,1,2,3,14,12,122,0,0,0,1,0,1,Graduate,0,0,5,1,1,0,0,1,0,0,0
7986402,CAN,79,26970,Female,3,4,2,6,10,104,0,0,0,0,1,1,Graduate,0,0,4,0,1,0,0,0,0,0,1
9117287,CAN,79,3886,Male,1,2,1,10,10,106,0,1,0,1,1,1,Dropout,0,0,4,1,1,0,1,1,0,1,1
909617,CAN,79,20951,Female,8,1,4,13,11,87,0,1,1,1,0,0,Graduate,0,0,2,0,1,0,0,0,1,0,1
8685576,CAN,79,45087,Female,3,3,1,7,11,107,1,1,0,1,0,0,Dropout,0,1,2,0,0,0,1,1,0,1,1
1468962,CAN,79,23085,Female,1,1,1,6,12,104,0,1,0,1,1,1,Graduate,0,0,3,0,1,0,0,1,1,0,0
5402816,CAN,79,30184,Female,1,1,2,9,8,97,0,1,0,0,0,1,Dropout,0,0,2,0,0,0,1,1,1,1,1
2475810,CAN,79,12383,Male,1,0,2,3,6,88,0,1,0,1,0,1,Graduate,0,0,2,0,1,0,1,1,1,1,1
8057079,CAN,80,12777,Female,3,0,1,9,10,92,0,1,0,0,0,0,Graduate,0,1,4,0,0,0,0,1,0,0,1
4529847,CAN,80,58321,Male,0,1,2,11,12,111,1,1,0,0,1,0,Graduate,0,0,5,0,1,0,0,1,1,0,1
2859656,CAN,80,49432,Male,10,0,1,12,9,90,0,1,0,0,1,0,Graduate,0,0,1,1,1,0,0,1,0,0,1
9851431,CAN,80,27743,Female,2,1,1,7,11,104,0,1,1,0,1,1,Graduate,0,1,1,0,1,0,1,1,0,1,0
4290616,CAN,80,20959,Female,6,4,4,8,13,108,0,0,0,1,1,1,Graduate,1,0,2,0,0,0,1,1,1,1,1
7220789,CAN,80,48354,Female,8,0,1,5,8,119,1,1,0,1,0,0,Graduate,0,1,2,0,0,0,0,1,1,0,1
4287633,CAN,80,27020,Female,2,1,2,11,11,94,1,1,0,0,0,1,Graduate,0,1,4,0,1,1,1,1,1,1,1
2091806,CAN,80,180,Female,3,3,1,13,5,80,0,0,1,1,2,1,Graduate,0,0,2,0,1,0,1,1,0,1,1
9792306,CAN,80,18143,Female,7,0,2,2,11,108,0,1,0,1,0,0,Dropout,0,1,3,1,1,0,0,1,1,0,0
2155410,CAN,80,23191,Male,4,4,1,8,10,106,0,1,0,0,0,1,Graduate,0,1,3,1,1,0,1,1,1,1,1
8190146,CAN,80,45627,Male,2,3,2,9,9,103,0,1,0,1,2,1,Graduate,0,0,3,1,1,0,1,0,1,1,1
3177145,CAN,80,35864,Female,6,2,1,7,7,116,0,1,0,0,0,1,Dropout,1,0,1,0,1,0,0,1,1,0,1
3783910,CAN,80,43702,Female,8,1,1,10,9,119,0,1,1,0,2,0,Graduate,0,0,3,0,1,0,1,1,1,1,1
4453903,CAN,80,25989,Female,10,0,3,7,10,94,0,0,1,0,2,1,Graduate,0,1,2,0,1,0,0,1,0,0,1
1797300,CAN,80,10701,Female,1,2,2,7,12,97,0,1,0,1,1,0,Graduate,0,0,2,1,0,0,0,0,0,0,0
795561,CAN,80,59824,Male,3,0,0,11,10,92,0,1,0,1,2,1,Graduate,0,0,3,1,1,0,0,0,1,0,1
9267746,CAN,80,59764,Male,6,3,3,9,8,114,0,0,0,1,0,0,Dropout,0,1,3,1,1,0,0,1,1,0,1
9619577,CAN,80,40364,Female,2,2,1,13,10,98,1,1,0,0,2,1,Graduate,0,1,4,1,1,0,0,0,1,0,1
2127196,CAN,81,24085,Female,5,2,2,10,8,91,0,1,0,0,2,0,Dropout,0,1,4,0,1,0,1,0,1,1,1
7948821,CAN,81,58474,Female,5,1,3,9,9,101,1,0,1,0,2,1,Graduate,0,0,2,0,1,0,0,1,1,0,1
111731,CAN,81,12659,Female,7,1,4,9,8,109,0,1,0,1,1,0,Dropout,1,0,2,0,1,0,0,1,1,0,0
4987015,CAN,81,30969,Male,2,3,2,8,7,116,0,1,1,0,0,1,Dropout,0,1,4,0,1,0,0,1,1,0,1
6036154,CAN,81,18520,Female,8,2,3,8,11,101,0,1,0,0,0,1,Graduate,0,1,3,0,1,0,1,0,1,1,1
8327719,CAN,82,21329,Female,6,0,4,7,11,107,0,1,0,1,0,0,Graduate,1,1,2,1,1,0,1,1,1,1,0
5781275,CAN,82,48254,Male,3,2,0,10,10,107,0,1,0,1,2,1,Dropout,0,0,4,0,1,0,0,1,1,0,1
5454295,CAN,82,58815,Male,1,3,0,4,7,77,0,1,0,0,0,1,Dropout,0,0,3,1,1,1,0,1,1,0,1
6664421,CAN,82,27728,Female,7,0,1,3,10,104,0,1,1,1,0,1,Graduate,1,0,4,0,1,0,1,1,0,1,1
2852042,CAN,82,59772,Male,3,0,3,10,7,104,0,1,0,1,0,1,Graduate,0,0,4,0,0,0,0,1,1,0,1
8421588,CAN,82,53882,Female,2,4,3,8,6,99,1,1,0,1,2,0,Dropout,1,0,1,0,1,0,0,0,1,0,1
7898058,CAN,82,19604,Female,7,1,3,5,8,88,0,1,0,0,1,0,Graduate,0,1,4,0,1,0,0,1,0,0,1
8503187,CAN,82,12141,Male,5,1,2,11,8,92,1,0,0,0,0,1,Graduate,0,0,2,1,0,0,0,1,1,0,1
6476530,CAN,82,32123,Male,7,2,0,8,10,79,0,1,0,0,2,0,Graduate,0,1,4,1,0,0,0,1,0,0,0
1442422,CAN,82,15768,Female,2,2,4,13,12,106,0,1,0,0,1,0,Graduate,0,0,3,0,0,0,0,0,1,0,0
8892274,CAN,82,13503,Male,5,2,2,7,12,121,0,1,1,1,1,0,Dropout,0,1,4,0,1,0,1,1,1,1,1
199902,CAN,82,54154,Male,1,4,1,9,10,89,0,1,1,0,1,0,Graduate,1,0,4,1,0,0,0,1,0,0,0
5439088,CAN,82,2595,Female,1,3,4,7,11,110,0,1,1,1,0,1,Graduate,0,1,4,0,1,0,0,1,1,0,1
5576447,CAN,82,25594,Female,8,1,0,5,8,84,0,1,0,1,2,0,Graduate,0,1,5,1,1,0,0,0,1,0,1
8987115,CAN,83,5610,Female,1,0,3,10,8,88,1,1,0,0,2,0,Dropout,0,1,3,0,0,0,1,1,1,1,1
2389177,CAN,83,28342,Female,6,0,1,8,10,118,0,1,1,1,1,0,Dropout,0,1,4,0,0,0,1,1,0,1,1
5457769,CAN,83,52400,Male,4,2,0,15,8,94,0,1,0,0,2,0,Graduate,0,1,3,0,1,0,0,1,1,0,1
7572461,IND,13,1480,Male,5,3,2,9,6,121,0,0,0,0,0,0,Studying,0,1,8,0,0,0,0,0,0,0,0
1659188,IND,13,14433,Male,2,3,1,8,7,76,1,1,1,0,0,0,Studying,1,1,4,1,1,0,1,0,0,0,0
2134415,IND,13,9116,Male,2,1,1,13,10,117,0,1,1,0,0,0,Studying,0,1,11,1,0,0,1,0,0,0,0
7426703,IND,13,5337,Male,2,1,3,10,7,106,0,1,0,0,0,1,Studying,0,1,6,1,1,0,0,0,0,0,0
7182080,IND,13,5892,Female,9,4,1,9,6,87,1,1,0,0,0,0,Studying,0,1,7,0,1,0,1,0,0,0,1
5231870,IND,13,10182,Male,1,1,1,10,8,106,1,1,1,0,0,0,Studying,0,1,9,1,1,0,0,0,0,0,0
5383700,IND,13,16346,Female,4,3,3,10,7,109,0,1,0,0,0,0,Studying,0,1,12,1,1,0,0,0,0,0,0
2766058,IND,13,10903,Female,8,2,3,9,8,99,0,1,1,0,0,0,Studying,0,1,13,1,0,0,0,0,0,0,0
591246,IND,13,18172,Female,7,4,1,9,8,105,1,1,0,0,0,0,Studying,0,1,10,1,0,0,0,0,0,0,1
5004115,IND,13,2710,Female,6,3,1,6,7,118,1,1,0,1,0,0,Studying,0,1,6,1,1,0,0,0,0,0,1
5891532,IND,13,2319,Male,9,3,2,4,8,123,0,1,1,1,0,0,Studying,0,1,7,1,1,0,0,0,0,0,0
7366133,IND,13,9953,Female,4,4,3,8,8,110,0,1,1,1,0,0,Studying,0,0,8,1,0,0,0,0,0,0,0
7379782,IND,14,4552,Male,3,1,3,6,8,96,0,1,1,0,0,0,Studying,0,1,9,1,0,0,0,0,0,0,0
1776354,IND,14,17799,Male,1,1,3,8,6,99,0,1,0,0,0,0,Studying,0,0,8,1,1,0,0,0,0,0,0
3976192,IND,14,11872,Male,6,3,2,9,7,103,1,0,0,0,0,0,Studying,1,1,2,1,0,0,0,0,0,0,1
7260450,IND,14,11770,Female,4,2,3,12,7,109,0,1,1,0,0,1,Studying,0,1,4,1,1,0,0,0,0,0,0
6512,IND,14,3751,Male,6,1,2,11,7,126,0,1,0,0,0,1,Studying,0,1,6,1,0,0,0,0,0,0,1
5780605,IND,14,4801,Male,4,4,2,5,8,84,0,0,0,0,0,0,Studying,0,1,7,1,1,0,0,0,0,0,0
642301,IND,14,1998,Male,3,0,1,5,7,97,1,1,1,0,0,0,Studying,0,1,10,1,1,0,0,0,0,0,0
